Name,Platform,Year_of_Release,Genre,Global_Sales,User_Score,User_Count
The Sims 2: Pets,Wii,2007,Simulation,0.47,7.3,4
MotoGP 07,PS2,2007,Racing,0.1,9.1,7
MX vs. ATV Untamed,PS3,2007,Racing,0.46,6.1,8
Myst,DS,2007,Adventure,0.1,3.5,6
Shining Force EXA,PS2,2007,Role-Playing,0.1,7.3,17
The Golden Compass,X360,2007,Action,0.46,4.1,14
Spider-Man 3,Wii,2007,Platform,0.47,5.3,29
Dynasty Warriors Gundam,PS3,2007,Action,0.47,6.9,16
Heatseeker,Wii,2007,Action,0.1,6.2,32
The New York Times Crosswords,DS,2007,Puzzle,0.45,6.7,6
Bee Movie Game,PS2,2007,Action,0.1,7.5,4
Crash of the Titans,DS,2007,Action,0.48,5.9,10
Burnout Dominator,PSP,2007,Racing,0.45,8.2,27
Crash of the Titans,Wii,2007,Action,0.45,5.8,22
Bratz: The Movie,PS2,2007,Simulation,0.48,5.0,4
Pirates of the Caribbean: At World's End,Wii,2007,Action,0.45,7.2,17
Nicktoons: Attack of the Toybots,Wii,2007,Platform,0.43,6.0,8
Ratatouille,Wii,2007,Action,0.5,6.7,12
Thrillville: Off the Rails,PSP,2007,Strategy,0.1,0.6,24
Purr Pals,DS,2007,Simulation,0.55,6.8,6
NBA 2K8,PS3,2007,Sports,0.55,6.8,19
Samurai Warriors 2: Xtreme Legends,PS2,2007,Action,0.09,8.0,9
Crash of the Titans,PS2,2007,Action,0.41,5.9,48
TimeShift,X360,2007,Shooter,0.41,7.9,63
Castlevania: The Dracula X Chronicles,PSP,2007,Platform,0.41,7.8,62
No More Heroes,Wii,2007,Action,0.55,8.4,259
TMNT,X360,2007,Action,0.56,6.3,32
300: March to Glory,PSP,2007,Action,0.41,7.1,14
F.E.A.R. Files,X360,2007,Shooter,0.09,7.1,16
Tony Hawk's Proving Ground,X360,2007,Sports,0.56,5.4,44
Cars: Mater-National Championship,PS3,2007,Racing,0.41,4.8,4
BioShock,PC,2007,Shooter,0.41,8.5,3606
Manhunt 2,PS2,2007,Action,0.56,7.8,53
Medal of Honor Heroes 2,Wii,2007,Shooter,0.41,7.6,82
NCAA March Madness 07,PS2,2007,Sports,0.56,8.6,7
NiGHTS: Journey of Dreams,Wii,2007,Platform,0.41,8.5,55
Odin Sphere,PS2,2007,Role-Playing,0.56,8.6,59
NCAA Football 08,XB,2007,Sports,0.08,8.1,8
Tomb Raider: Anniversary,PSP,2007,Action,0.57,8.2,28
America's Army: True Soldiers,X360,2007,Shooter,0.08,6.7,55
Pirates of the Caribbean: At World's End,PS2,2007,Action,0.42,7.0,10
Solitaire Overload,DS,2007,Misc,0.42,9.2,12
Tiger Woods PGA Tour 08,X360,2007,Sports,0.54,7.8,26
F.E.A.R.,PS3,2007,Shooter,0.54,7.4,64
The BIGS,PS2,2007,Sports,0.51,4.8,4
NCAA March Madness 08,PS3,2007,Sports,0.09,3.8,4
InuYasha: Secret of the Divine Jewel,DS,2007,Role-Playing,0.09,7.6,17
Ratatouille,PS3,2007,Action,0.51,4.8,4
Atari Classics Evolved,PSP,2007,Misc,0.09,6.0,4
Ultimate Mortal Kombat,DS,2007,Fighting,0.09,8.6,22
Lair,PS3,2007,Action,0.51,6.4,229
Silent Hill: Origins,PSP,2007,Action,0.52,7.8,107
Beowulf: The Game,PSP,2007,Action,0.09,5.4,7
NBA Live 08,X360,2007,Sports,0.52,5.3,19
Operation: Vietnam,DS,2007,Shooter,0.07,6.3,4
The Golden Compass,PS2,2007,Action,0.52,5.2,6
The Legend of Spyro: The Eternal Night,PS2,2007,Platform,0.42,5.4,28
Stuntman: Ignition,PS3,2007,Racing,0.52,6.2,12
Tom Clancy's Ghost Recon Advanced Warfighter 2,PSP,2007,Shooter,0.53,6.4,9
Rocky Balboa,PSP,2007,Sports,0.1,6.6,11
Manhunt 2,Wii,2007,Action,0.53,7.1,46
Zoids Assault,X360,2007,Strategy,0.09,7.3,7
Pirates of the Caribbean: At World's End,PSP,2007,Action,0.42,7.0,11
Hotel Dusk: Room 215,DS,2007,Adventure,0.54,8.6,102
FlatOut: Ultimate Carnage,X360,2007,Racing,0.11,8.8,66
Thrillville: Off the Rails,PS2,2007,Strategy,0.42,1.7,30
Def Jam Icon,PS3,2007,Action,0.42,4.4,40
Namco Museum Remix,Wii,2007,Misc,0.74,6.3,4
Chibi-Robo! Park Patrol,DS,2007,Adventure,0.19,7.5,13
Ben 10: Protector of Earth,PS2,2007,Action,0.84,7.6,14
Final Fantasy Tactics A2: Grimoire of the Rift,DS,2007,Role-Playing,0.75,6.9,106
NCAA Football 08,PS2,2007,Sports,0.79,8.3,23
Alien Syndrome,Wii,2007,Role-Playing,0.06,7.1,23
Planet Puzzle League,DS,2007,Puzzle,0.33,8.2,15
Battalion Wars 2,Wii,2007,Strategy,0.34,7.6,45
Legend of the Dragon,Wii,2007,Fighting,0.06,4.8,5
Hour of Victory,X360,2007,Shooter,0.13,3.0,40
EA Playground,DS,2007,Sports,0.33,7.6,13
Bomberman Land,PSP,2007,Misc,0.06,7.8,4
Theme Park,DS,2007,Simulation,0.06,7.6,14
The Eye of Judgment,PS3,2007,Misc,0.33,8.2,51
Arkanoid DS,DS,2007,Puzzle,0.06,7.0,5
Harry Potter and the Order of the Phoenix,DS,2007,Action,0.84,4.9,19
7 Wonders of the Ancient World,DS,2007,Puzzle,0.13,8.3,48
Need for Speed: ProStreet,DS,2007,Racing,0.12,7.4,10
Puzzle de Harvest Moon,DS,2007,Puzzle,0.13,6.3,4
Etrian Odyssey,DS,2007,Role-Playing,0.33,8.5,37
Bee Movie Game,Wii,2007,Action,0.33,7.6,7
Drawn to Life,DS,2007,Action,0.78,8.2,30
Time Crisis 4,PS3,2007,Shooter,0.83,7.4,21
Rayman Raving Rabbids 2,DS,2007,Misc,0.8,7.0,15
Conan,PS3,2007,Action,0.34,7.2,40
Harvest Moon: Tree of Tranquility,Wii,2007,Simulation,0.82,8.2,28
The World Ends With You,DS,2007,Role-Playing,0.78,8.9,283
Patapon,PSP,2007,Misc,0.81,8.7,102
Pirates of the Caribbean: At World's End,X360,2007,Action,0.34,5.3,21
Ghost Squad,Wii,2007,Shooter,0.77,7.5,31
The Sims 2: Castaway,PSP,2007,Simulation,0.79,7.3,18
SSX Blur,Wii,2007,Sports,0.33,8.1,60
Blazing Angels: Squadrons of WWII,Wii,2007,Simulation,0.83,6.7,28
Spectrobes,DS,2007,Role-Playing,0.74,7.9,31
Showtime Championship Boxing,Wii,2007,Fighting,0.06,4.7,10
Puzzle Quest: Challenge of the Warlords,DS,2007,Puzzle,0.34,8.7,32
Anubis II,Wii,2007,Platform,0.07,2.7,28
Tom Clancy's Rainbow Six: Vegas,PSP,2007,Shooter,0.74,7.1,31
Stranglehold,X360,2007,Shooter,0.82,7.6,91
Age of Empires III: The Asian Dynasties,PC,2007,Strategy,0.06,8.5,71
Mega Man ZX Advent,DS,2007,Platform,0.33,8.6,32
The Witcher,PC,2007,Role-Playing,0.06,8.8,1116
Indianapolis 500 Legends,Wii,2007,Racing,0.13,6.7,7
Unreal Tournament III,PC,2007,Shooter,0.06,8.0,523
N+,DS,2007,Platform,0.07,7.4,20
"Warhammer 40,000: Squad Command",DS,2007,Strategy,0.06,7.9,16
Dragoneer's Aria,PSP,2007,Role-Playing,0.07,6.0,7
Impossible Mission,DS,2007,Platform,0.12,4.8,6
Def Jam Icon,X360,2007,Action,0.34,6.3,108
Baroque,PS2,2007,Role-Playing,0.13,8.8,44
Naruto: Rise of a Ninja,X360,2007,Action,0.33,8.6,84
Rock Band 2,X360,2008,Misc,2.2,8.3,156
Tom Clancy's Rainbow Six: Vegas 2,PC,2008,Shooter,0.02,7.3,185
FIFA Soccer 09,PS2,2008,Sports,2.28,6.9,20
Warhammer Online: Age of Reckoning,PC,2008,Role-Playing,0.02,7.9,374
Viva Pinata: Pocket Paradise,DS,2008,Simulation,0.55,7.1,15
Star Wars: The Force Unleashed,PS3,2008,Action,2.21,6.6,233
George of the Jungle and the Search for the Secret,Wii,2008,Platform,0.02,4.0,6
Sonic Unleashed,Wii,2008,Platform,2.16,7.3,136
Ben 10: Alien Force,Wii,2008,Action,0.8,7.8,11
Brothers in Arms: Hell's Highway,PC,2008,Shooter,0.02,7.9,130
Ragnarok DS,DS,2008,Role-Playing,0.22,5.8,17
Dokapon Kingdom,Wii,2008,Role-Playing,0.13,8.3,17
Battle Fantasia,X360,2008,Fighting,0.09,6.6,8
Pokemon Ranger: Shadows of Almia,DS,2008,Role-Playing,2.28,8.2,27
Iron Man,PS2,2008,Action,0.54,5.6,15
Pitfall: The Big Adventure,Wii,2008,Adventure,0.22,6.3,6
LEGO Indiana Jones: The Original Adventures,DS,2008,Action,2.2,7.9,16
From The Abyss,DS,2008,Role-Playing,0.06,8.0,5
The Mummy: Tomb of the Dragon Emperor,Wii,2008,Action,0.09,6.4,5
Europa Universalis III Complete,PC,2008,Strategy,0.02,8.7,6
Battle of Giants: Dinosaurs,DS,2008,Strategy,0.81,7.2,9
Line Rider 2: Unbound,Wii,2008,Puzzle,0.02,6.4,5
Stronghold Crusader Extreme,PC,2008,Strategy,0.02,6.8,45
Luminous Arc 2,DS,2008,Role-Playing,0.22,7.7,14
Valkyrie Profile: Covenant of the Plume,DS,2008,Role-Playing,0.42,6.8,12
CrossworDS,DS,2008,Puzzle,0.55,6.8,6
FaceBreaker K.O. Party,Wii,2008,Fighting,0.22,5.6,7
Dissidia: Final Fantasy,PSP,2008,Fighting,2.23,8.0,139
Enemy Territory: Quake Wars,PS3,2008,Shooter,0.35,6.4,14
Crash: Mind Over Mutant,DS,2008,Platform,0.42,5.8,8
Afrika,PS3,2008,Adventure,0.22,6.2,34
Space Invaders Extreme,PSP,2008,Shooter,0.09,6.8,13
Deca Sports,Wii,2008,Sports,2.5,5.4,16
Let's TAP,Wii,2008,Misc,0.17,6.6,11
Madden NFL 09,X360,2008,Sports,2.53,7.0,125
Rock Revolution,DS,2008,Misc,0.1,6.8,8
Left 4 Dead,PC,2008,Shooter,0.02,9.2,3717
Magician's Quest: Mysterious Times,DS,2008,Role-Playing,0.53,7.6,9
Spectral Force Genesis,DS,2008,Role-Playing,0.09,7.0,5
Lock's Quest,DS,2008,Strategy,0.09,8.7,27
LEGO Batman: The Videogame,PC,2008,Action,0.06,7.8,61
Style Savvy,DS,2008,Simulation,2.58,7.7,7
FIFA Soccer 09,PS3,2008,Sports,2.58,7.5,108
NBA 09: The Inside,PSP,2008,Sports,0.17,7.4,7
Crash: Mind Over Mutant,PSP,2008,Platform,0.42,6.5,8
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Wii,2008,Action,0.53,5.4,10
Tom Clancy's EndWar,DS,2008,Strategy,0.09,5.8,4
Shin Megami Tensei: Persona 4,PS2,2008,Role-Playing,0.82,8.9,634
FIFA Soccer 09,PC,2008,Sports,0.02,6.8,36
NASCAR 09,PS2,2008,Racing,0.53,7.9,8
Pure,X360,2008,Racing,2.47,7.7,83
Trauma Center: Under the Knife 2,DS,2008,Simulation,0.11,8.5,11
Professor Heinz Wolff's Gravity,Wii,2008,Puzzle,0.17,7.7,7
My Fitness Coach,Wii,2008,Sports,2.32,8.6,16
Samurai Shodown Anthology,Wii,2008,Fighting,0.06,8.2,5
Supreme Commander,X360,2008,Strategy,0.09,5.7,19
Midnight Club: Los Angeles,X360,2008,Racing,2.35,8.5,142
Kawasaki Jet Ski,Wii,2008,Racing,0.02,0.6,5
NBA Live 09 All-Play,Wii,2008,Sports,0.22,5.9,14
MLB 08: The Show,PS2,2008,Sports,0.42,7.3,7
NCAA Basketball 09,X360,2008,Sports,0.22,5.6,8
Karaoke Revolution Presents American Idol Encore,PS3,2008,Misc,0.09,6.6,7
Red Bull BC One,DS,2008,Misc,0.09,5.3,8
Summer Sports: Paradise Island,Wii,2008,Sports,0.53,4.6,7
Kung Fu Panda,PC,2008,Action,0.02,7.8,12
Tom Clancy's Rainbow Six: Vegas 2,X360,2008,Shooter,2.42,7.8,176
Frontlines: Fuel of War,PC,2008,Shooter,0.02,6.9,171
KORG DS-10 Synthesizer,DS,2008,Misc,0.22,8.2,13
Hellboy: The Science of Evil,PS3,2008,Action,0.17,6.1,10
Midnight Club: Los Angeles,PS3,2008,Racing,2.45,8.2,100
Ninjatown,DS,2008,Strategy,0.13,8.3,21
FaceBreaker,PS3,2008,Fighting,0.17,3.8,20
Resistance 2,PS3,2008,Shooter,2.46,6.1,1889
Guilty Gear XX Accent Core Plus,PS2,2008,Fighting,0.06,8.0,7
Warriors Orochi 2,PS2,2008,Action,0.13,8.5,13
Need For Speed: Undercover,PS3,2008,Racing,2.05,5.9,71
Dora The Explorer: Dora Saves the Snow Princess,Wii,2008,Platform,0.55,7.0,5
Fracture,PS3,2008,Shooter,0.16,5.8,18
Nitrobike,Wii,2008,Racing,0.13,7.1,7
PDC World Championship Darts 2008,Wii,2008,Sports,0.24,5.4,7
WWE SmackDown vs. Raw 2009,X360,2008,Fighting,0.92,7.1,34
Knights in the Nightmare,DS,2008,Role-Playing,0.08,8.6,23
Guitar Hero: World Tour,PS2,2008,Misc,1.8,8.0,13
Glory of Heracles,DS,2008,Role-Playing,0.29,7.3,18
Spider-Man: Web of Shadows,X360,2008,Action,0.4,8.6,87
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,DS,2008,Action,0.57,6.0,5
Iron Man,X360,2008,Action,0.57,5.9,52
Goosebumps HorrorLand,Wii,2008,Adventure,0.16,3.5,8
Jack Keane,PC,2008,Adventure,0.03,7.0,21
NPPL: Championship Paintball 2009,PS3,2008,Shooter,0.16,7.4,10
Raiden Fighters Aces,X360,2008,Shooter,0.08,7.5,12
Castlevania Judgment,Wii,2008,Fighting,0.16,5.9,56
Guitar Hero: Aerosmith,PS2,2008,Misc,0.79,6.3,15
Top Spin 3,PS3,2008,Action,0.57,7.5,20
1 vs. 100,DS,2008,Misc,0.08,3.2,5
Sands of Destruction,DS,2008,Role-Playing,0.23,7.9,18
The Legend of Spyro: Dawn of the Dragon,X360,2008,Platform,0.31,7.2,26
All Star Cheer Squad,Wii,2008,Sports,0.79,5.2,10
Star Wars: The Force Unleashed,Wii,2008,Action,1.86,7.9,75
Crimson Gem Saga,PSP,2008,Role-Playing,0.06,7.5,30
The Chronicles of Narnia: Prince Caspian,PS2,2008,Action,0.4,7.0,8
Agatha Christie: Evil Under the Sun,Wii,2008,Adventure,0.08,7.3,6
NCAA Football 09,PS3,2008,Sports,0.58,7.3,25
Insecticide,DS,2008,Action,0.06,7.0,5
We Ski,Wii,2008,Sports,1.67,8.5,12
Klonoa,Wii,2008,Platform,0.16,8.6,39
Saints Row 2,PS3,2008,Action,1.68,7.9,135
Need For Speed: Undercover,X360,2008,Racing,1.68,5.9,104
Miami Nights: Singles in the City,DS,2008,Simulation,0.08,7.1,7
GTR Evolution,PC,2008,Racing,0.03,8.2,63
Ben 10: Alien Force,PS2,2008,Action,0.57,5.3,6
Wall-E,PS3,2008,Platform,0.4,5.0,7
The Legend of Spyro: Dawn of the Dragon,PS2,2008,Platform,0.4,7.1,25
Sins of a Solar Empire,PC,2008,Strategy,0.03,8.2,275
Avalon Code,DS,2008,Role-Playing,0.24,7.4,13
Guilty Gear XX Accent Core Plus,PSP,2008,Fighting,0.08,6.7,9
Resident Evil Archives: Resident Evil Zero,Wii,2008,Action,0.24,8.2,37
Skate it,Wii,2008,Sports,0.58,8.4,25
007: Quantum of Solace,PC,2008,Action,0.03,6.3,55
Dance Dance Revolution X,PS2,2008,Simulation,1.75,6.2,6
Harvey Birdman: Attorney at Law,Wii,2008,Adventure,0.08,7.8,5
Boogie SuperStar,Wii,2008,Misc,0.24,8.6,14
Jumper: Griffin's Story,Wii,2008,Action,0.09,2.5,11
NCAA Football 09 All-Play,Wii,2008,Sports,0.16,5.8,32
Madden NFL 09,PS3,2008,Sports,1.88,4.4,132
Kung Fu Panda,Wii,2008,Action,0.91,6.7,7
Tom Clancy's EndWar,X360,2008,Strategy,0.91,7.2,53
The Sims 2: Apartment Life,PC,2008,Simulation,0.09,7.7,19
Hail to the Chimp,X360,2008,Misc,0.06,6.1,7
Rayman Raving Rabbids: TV Party,Wii,2008,Misc,2.03,7.7,29
Bratz: Girlz Really Rock,PS2,2008,Action,0.23,8.4,7
Carnival Games,DS,2008,Misc,2.03,3.3,4
Kawasaki Snowmobiles,Wii,2008,Racing,0.03,2.0,6
Mushroom Men: Rise of the Fungi,DS,2008,Action,0.11,7.3,4
Bully: Scholarship Edition,PC,2008,Action,0.03,7.5,257
Guitar Hero: World Tour,X360,2008,Misc,2.66,6.3,171
Frontlines: Fuel of War,X360,2008,Shooter,0.56,7.8,77
Sonic Riders: Zero Gravity,Wii,2008,Racing,0.91,8.1,57
Hellboy: The Science of Evil,X360,2008,Action,0.11,5.7,9
Monster Lab,Wii,2008,Role-Playing,0.31,8.4,14
AC/DC LIVE: Rock Band Track Pack,X360,2008,Misc,0.23,4.9,10
Valhalla Knights 2,PSP,2008,Role-Playing,0.23,5.4,13
Grand Theft Auto: San Andreas,X360,2008,Action,0.11,7.5,46
Fracture,X360,2008,Shooter,0.33,6.2,45
Need For Speed: Undercover,DS,2008,Racing,0.23,6.7,6
X3: Terran Conflict,PC,2008,Simulation,0.03,7.9,222
Game Party 2,Wii,2008,Misc,1.88,4.6,7
Dead Space,PS3,2008,Action,2.0,8.8,545
Mortal Kombat vs. DC Universe,PS3,2008,Fighting,2.0,7.1,107
Monopoly,Wii,2008,Misc,1.89,7.8,17
The Club,PS3,2008,Shooter,0.23,6.5,15
Mario Super Sluggers,Wii,2008,Sports,1.89,7.8,58
Guitar Hero: World Tour,PS3,2008,Misc,1.92,7.5,80
Mortal Kombat vs. DC Universe,X360,2008,Fighting,1.93,7.5,87
The Legend of Spyro: Dawn of the Dragon,Wii,2008,Platform,0.56,6.5,19
Call of Duty: World at War,Wii,2008,Shooter,1.94,7.6,78
FIFA Soccer 09,X360,2008,Sports,1.94,8.0,106
Cross Edge,PS3,2008,Role-Playing,0.23,7.2,82
Ultimate Band,Wii,2008,Misc,0.23,5.5,4
Monster Jam: Urban Assault,Wii,2008,Racing,0.41,7.8,6
Burnout Paradise,PS3,2008,Racing,1.94,7.7,455
NBA 2K9,PS2,2008,Sports,0.41,8.0,4
NHL 2K9,Wii,2008,Sports,0.06,5.4,19
Top Spin 3,X360,2008,Action,0.56,7.6,36
Death Jr.: Root of Evil,Wii,2008,Platform,0.11,8.1,14
MySims,PC,2008,Simulation,0.03,6.4,8
Bolt,Wii,2008,Adventure,0.56,5.8,5
NHL 2K9,PS2,2008,Sports,0.13,6.7,7
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,PS2,2008,Role-Playing,0.13,8.7,26
Madagascar: Escape 2 Africa,PS3,2008,Action,0.23,6.8,4
Pure,PS3,2008,Racing,0.89,7.8,30
MLB Power Pros 2008,Wii,2008,Sports,0.13,8.7,21
echochrome,PSP,2008,Puzzle,0.09,7.7,13
Dark Sector,X360,2008,Shooter,0.48,7.5,147
Theresia...,DS,2008,Adventure,0.06,8.0,8
Madden NFL 09 All-Play,Wii,2008,Sports,0.83,7.2,22
Cooking Mama: World Kitchen,Wii,2008,Simulation,0.87,4.9,12
Brothers in Arms: Hell's Highway,X360,2008,Shooter,0.87,8.3,149
Cabela's Dangerous Hunts 2009,PS3,2008,Sports,0.13,1.8,10
Mana Khemia: Student Alliance,PSP,2008,Role-Playing,0.1,5.3,37
Mana Khemia 2: Fall of Alchemy,PS2,2008,Role-Playing,0.2,8.2,17
Six Flags Fun Park,DS,2008,Misc,0.18,7.0,4
You're in the Movies,X360,2008,Misc,0.48,5.5,20
MX vs. ATV Untamed,Wii,2008,Racing,0.33,8.3,9
Call of Duty: World at War,PS3,2008,Shooter,5.39,7.6,409
Monster Hunter Freedom Unite,PSP,2008,Role-Playing,5.48,8.7,124
Madden NFL 09,DS,2008,Sports,0.32,7.8,4
Mushroom Men: The Spore Wars,Wii,2008,Action,0.18,8.7,33
Enemy Territory: Quake Wars,X360,2008,Shooter,0.45,7.3,26
Brain Challenge,DS,2008,Misc,0.45,7.0,4
LittleBigPlanet,PS3,2008,Platform,5.82,6.8,5311
Mercenaries 2: World in Flames,PS3,2008,Shooter,0.87,7.1,73
"Blast Works: Build, Trade, Destroy",Wii,2008,Shooter,0.1,7.7,17
Alone in the Dark,Wii,2008,Adventure,0.18,4.4,34
Karaoke Revolution Presents American Idol Encore,Wii,2008,Misc,0.45,7.8,21
Fallout 3,X360,2008,Role-Playing,4.93,8.5,1655
Turok,PC,2008,Action,0.01,6.5,55
Fable II,X360,2008,Role-Playing,4.27,6.5,2423
FIFA Street 3,PS3,2008,Sports,0.32,6.9,19
Kingdom Hearts Re: Chain of Memories,PS2,2008,Role-Playing,0.87,7.2,105
Jumper: Griffin's Story,X360,2008,Action,0.06,3.3,30
Little League World Series Baseball 2008,Wii,2008,Sports,0.09,8.0,6
My Secret World by Imagine,DS,2008,Misc,0.2,8.8,5
Sacred 2: Fallen Angel,PC,2008,Role-Playing,0.06,6.9,203
Record of Agarest War,X360,2008,Role-Playing,0.2,7.0,35
Dragon Ball Z: Burst Limit,X360,2008,Fighting,0.49,7.6,41
Help Wanted: 50 Wacky Jobs,Wii,2008,Simulation,0.1,7.0,5
The Chronicles of Narnia: Prince Caspian,X360,2008,Action,0.18,7.5,13
Sniper: Art of Victory,PC,2008,Shooter,0.49,3.6,16
FIFA Soccer 09,DS,2008,Sports,0.49,6.1,31
Alone in the Dark,X360,2008,Adventure,0.48,5.7,162
GRID,X360,2008,Racing,0.87,7.9,131
Far Cry 2,PC,2008,Action,0.48,5.8,1345
Imperium Romanum,PC,2008,Strategy,0.02,7.5,24
Animal Crossing: City Folk,Wii,2008,Simulation,4.62,7.6,119
Baja: Edge of Control,X360,2008,Racing,0.2,7.1,18
Bleach: The 3rd Phantom,DS,2008,Role-Playing,0.2,8.0,10
Celebrity Sports Showdown,Wii,2008,Sports,0.45,4.6,18
A Vampyre Story,PC,2008,Adventure,0.02,8.5,25
Metal Gear Solid 4: Guns of the Patriots,PS3,2008,Action,5.99,8.7,3558
Tomb Raider: Underworld,Wii,2008,Action,0.45,7.2,20
Alone in the Dark,PC,2008,Adventure,0.01,5.7,148
FaceBreaker,X360,2008,Fighting,0.19,6.3,19
Grand Theft Auto IV,X360,2008,Action,11.01,7.9,2951
The Legendary Starfy,DS,2008,Platform,0.85,8.4,26
Army Men: Soldiers of Misfortune,Wii,2008,Shooter,0.13,2.5,6
Madagascar: Escape 2 Africa,PC,2008,Action,0.01,8.0,4
Golden Axe: Beast Rider,PS3,2008,Action,0.32,5.6,23
Tomb Raider: Underworld,DS,2008,Action,0.19,8.4,10
Super Smash Bros. Brawl,Wii,2008,Fighting,12.84,8.9,1662
Grand Theft Auto IV,PS3,2008,Action,10.5,7.5,2833
Emergency Heroes,Wii,2008,Racing,0.47,4.2,15
Big League Sports,Wii,2008,Sports,0.1,1.4,10
SimCity Creator,Wii,2008,Simulation,0.46,6.8,13
Jeep Thrills,Wii,2008,Racing,0.19,5.7,9
Secret Agent Clank,PSP,2008,Platform,0.13,7.8,35
Armored Core: For Answer,PS3,2008,Simulation,0.19,7.6,31
Harvey Birdman: Attorney at Law,PSP,2008,Adventure,0.1,8.0,8
Conflict: Denied Ops,PS3,2008,Shooter,0.19,3.1,25
Mario Kart Wii,Wii,2008,Racing,35.52,8.3,709
Nostalgia,DS,2008,Role-Playing,0.19,7.6,19
Bolt,PS3,2008,Adventure,0.19,6.8,6
Dynasty Warriors: Gundam 2,X360,2008,Action,0.19,7.0,18
Viva Pinata: Trouble in Paradise,X360,2008,Simulation,0.47,7.9,61
The Legend of Spyro: Dawn of the Dragon,DS,2008,Platform,0.46,6.8,10
Call of Duty: World at War,PC,2008,Shooter,0.18,7.5,721
NFL Tour,X360,2008,Sports,0.1,3.1,45
Shiren the Wanderer,Wii,2008,Role-Playing,0.19,7.6,5
Disgaea DS,DS,2008,Role-Playing,0.18,7.5,35
Banjo-Kazooie,X360,2008,Platform,0.01,8.2,70
Conflict: Denied Ops,X360,2008,Shooter,0.19,4.9,22
Dark Sector,PS3,2008,Shooter,0.47,7.6,70
Gears of War 2,X360,2008,Shooter,6.75,7.7,2739
Golden Axe: Beast Rider,X360,2008,Action,0.33,5.8,33
NBA Ballers: Chosen One,X360,2008,Sports,0.19,4.2,15
Ford Racing Off Road,Wii,2008,Racing,0.47,6.3,4
Conflict: Denied Ops,PC,2008,Shooter,0.01,4.8,54
FlatOut: Ultimate Carnage,PC,2008,Racing,0.01,7.7,127
Pokémon Platinum Version,DS,2008,Role-Playing,7.72,8.5,203
Dragon Ball Z: Burst Limit,PS3,2008,Fighting,0.85,7.2,51
Unreal Tournament III,X360,2008,Shooter,0.47,7.6,95
Pinball Hall of Fame: The Williams Collection,Wii,2008,Misc,0.47,8.8,36
Spider-Man: Web of Shadows,DS,2008,Action,0.1,7.5,14
The Witcher: Enhanced Edition,PC,2008,Role-Playing,0.32,8.5,1660
Crash: Mind Over Mutant,X360,2008,Platform,0.47,6.5,23
Call of Duty: World at War,X360,2008,Shooter,7.38,7.6,580
Sid Meier's Civilization Revolution,DS,2008,Strategy,0.44,7.7,21
Euro Truck Simulator,PC,2008,Simulation,0.49,7.6,35
Vampire Rain: Altered Species,PS3,2008,Action,0.06,3.5,36
Rune Factory 2: A Fantasy Harvest Moon,DS,2008,Role-Playing,0.52,7.9,30
Kung Fu Panda,PS3,2008,Action,0.51,7.3,18
Spectrobes: Beyond the Portals,DS,2008,Role-Playing,0.51,7.7,14
Crysis: Warhead,PC,2008,Shooter,0.02,7.9,516
Spider-Man: Web of Shadows,PS2,2008,Action,0.21,4.1,16
Warriors Orochi 2,X360,2008,Action,0.06,8.1,15
Patapon 2,PSP,2008,Misc,0.1,8.3,62
Saints Row 2,X360,2008,Action,3.03,8.1,307
Fossil Fighters,DS,2008,Role-Playing,0.89,7.9,15
Skate it,DS,2008,Sports,0.17,7.8,12
Kung Fu Panda,X360,2008,Action,3.04,7.4,32
Princess Debut,DS,2008,Misc,0.1,7.4,7
Samba De Amigo,Wii,2008,Misc,0.88,8.1,40
Iron Man,DS,2008,Action,0.51,7.0,4
The Price is Right,Wii,2008,Misc,0.82,4.3,9
Rapala Fishing Frenzy 2009,PS3,2008,Sports,0.17,4.4,9
Rhythm Heaven,DS,2008,Misc,3.11,9.0,63
NHL 09,PC,2008,Sports,0.02,4.1,30
Club Penguin: Elite Penguin Force,DS,2008,Adventure,3.14,8.0,37
Rygar: The Battle of Argus,Wii,2008,Action,0.09,7.0,4
LEGO Batman: The Videogame,DS,2008,Action,3.05,8.0,16
Legendary,PC,2008,Shooter,0.02,6.6,104
Way of the Samurai 3,PS3,2008,Action,0.52,7.9,22
Disgaea 3: Absence of Justice,PS3,2008,Role-Playing,0.52,7.5,150
Alone in the Dark: Inferno,PS3,2008,Adventure,0.13,5.6,50
The Chronicles of Narnia: Prince Caspian,PS3,2008,Action,0.17,5.6,8
Crash: Mind Over Mutant,Wii,2008,Platform,0.43,6.6,16
Star Wars: The Force Unleashed,X360,2008,Action,2.77,6.7,389
Tales of Symphonia: Dawn of the New World,Wii,2008,Role-Playing,0.52,7.1,93
Spider-Man: Web of Shadows,PC,2008,Action,0.02,7.8,57
The Lord of the Rings Online: Mines of Moria,PC,2008,Role-Playing,0.02,8.2,99
Disney Sing It,X360,2008,Misc,0.43,5.2,6
We Cheer,Wii,2008,Simulation,0.52,7.3,13
Baja: Edge of Control,PS3,2008,Racing,0.21,5.0,11
Ninja Gaiden: Dragon Sword,DS,2008,Action,0.21,7.8,36
Top Spin 3,Wii,2008,Action,0.58,5.7,29
